interaction_id,customer_id,interaction_date,interaction_time,channel,interaction_type,duration_mins,outcome,agent_id,destination_interest,budget_range,travel_party_size,referral_source,is_converted
INT0007347,CUS01540,2022-07-17,12:45,Phone,Quote,13,No-action,AGT016,Australia,"£20,000+",4,Word of mouth,N
INT0007348,CUS01875,2022-04-16,17:00,Web,Quote,8,Follow-up,,Vietnam,"£3,000 - £5,000",1,Google,N
INT0007349,CUS00923,2022-03-01,11:15,Email,Enquiry,7,Converted,AGT018,Iceland,"£5,000 - £10,000",3,Travel agent,Y
INT0007350,CUS00549,2023-02-22,13:00,Phone,Enquiry,56,Follow-up,AGT017,New Zealand,"£5,000 - £10,000",5,,N
INT0007351,CUS00666,2022-12-23,10:00,In-Store,Quote,27,No-action,,Svalbard,"£10,000 - £20,000",2,Google,N
INT0007352,CUS00836,2024-10-12,13:00,Email,Quote,8,Converted,,Seychelles,"£10,000 - £20,000",4,,Y
INT0007353,CUS00684,2023-02-26,12:30,Web,Enquiry,12,Follow-up,,Peru,"£3,000 - £5,000",5,Word of mouth,N
INT0007354,CUS01383,2022-06-18,09:45,WhatsApp,Enquiry,15,No-action,,Phuket,"£10,000 - £20,000",5,Word of mouth,N
INT0007355,CUS00023,2023-04-26,12:15,Phone,Enquiry,19,Follow-up,AGT006,New Zealand,"£5,000 - £10,000",3,,N
INT0007356,CUS01917,2022-05-03,10:00,Email,Post-trip,5,Resolved,AGT003,Galápagos,"£3,000 - £5,000",6,Social media,N
INT0007357,CUS00290,2024-08-06,14:15,Web,Enquiry,8,Follow-up,AGT011,Amalfi Coast,"£10,000 - £20,000",3,Word of mouth,N
INT0007358,CUS01133,2022-08-28,13:45,Web,Enquiry,14,Follow-up,,Svalbard,"£10,000 - £20,000",2,Travel agent,N
INT0007359,CUS00152,2022-04-29,11:30,Email,Enquiry,15,No-action,,Cinque Terre,"£5,000 - £10,000",6,Social media,N
INT0007360,CUS01686,2023-04-29,14:15,Web,Enquiry,18,Converted,,Safari Tanzania,"£5,000 - £10,000",2,Repeat customer,Y
INT0007361,CUS01544,2023-10-12,10:00,Phone,Booking,37,Converted,AGT001,Japan,"£10,000 - £20,000",6,Word of mouth,Y
INT0007362,CUS00960,2023-05-11,10:45,Web,Post-trip,16,Follow-up,AGT013,Japan,"£20,000+",5,Social media,N
INT0007363,CUS01052,2022-07-08,17:30,Email,Booking,3,Converted,AGT006,Canada Rockies,"£3,000 - £5,000",2,Word of mouth,Y
INT0007364,CUS00428,2024-08-07,13:00,Web,Booking,17,Converted,,Rajasthan,"£5,000 - £10,000",4,Travel agent,Y
INT0007365,CUS00163,2024-05-11,17:45,Phone,Booking,6,Converted,,Sri Lanka,"£5,000 - £10,000",4,Word of mouth,Y
INT0007366,CUS00411,2024-10-30,11:30,In-Store,Post-trip,13,Resolved,,Safari Kenya,"£10,000 - £20,000",1,Google,N
INT0007367,CUS01644,2023-10-02,13:15,Web,Enquiry,14,Converted,,Machu Picchu,"£3,000 - £5,000",3,Repeat customer,Y
INT0007368,CUS00390,2024-10-13,09:15,Email,Enquiry,6,No-action,AGT016,Norway Fjords,"£3,000 - £5,000",5,Travel agent,N
INT0007369,CUS01682,2024-05-16,09:30,Phone,Enquiry,6,Converted,AGT001,Japan Winter,"£20,000+",6,Travel agent,Y
INT0007370,CUS00671,2023-12-01,15:15,Phone,Quote,5,Converted,AGT006,Machu Picchu,"£20,000+",5,,Y
INT0007371,CUS01184,2024-10-28,16:30,Web,Quote,16,Follow-up,,Norway Fjords,"£10,000 - £20,000",3,Google,N
INT0007372,CUS00517,2023-06-19,11:00,In-Store,Enquiry,11,Follow-up,,Rajasthan,"£3,000 - £5,000",5,Travel agent,N
INT0007373,CUS00468,2023-02-03,11:45,Web,Enquiry,19,Follow-up,AGT004,Machu Picchu,"£10,000 - £20,000",4,Word of mouth,N
INT0007374,CUS01593,2023-09-01,16:30,Web,Quote,18,Follow-up,AGT010,Cambodia,"£20,000+",3,,N
INT0007375,CUS01212,2023-11-22,15:30,Web,Quote,20,No-action,AGT017,Seychelles,"£10,000 - £20,000",5,Repeat customer,N
INT0007376,CUS00334,2023-12-11,13:30,Email,Enquiry,17,Follow-up,AGT012,Svalbard,"£5,000 - £10,000",3,Repeat customer,N
INT0007377,CUS01649,2023-11-07,12:30,Email,Booking,19,Converted,,Cinque Terre,"£3,000 - £5,000",2,Repeat customer,Y
INT0007378,CUS00021,2023-05-10,10:15,Web,Booking,16,Converted,,Japan Winter,"£5,000 - £10,000",5,Travel agent,Y
INT0007379,CUS01344,2023-05-26,16:00,Phone,Booking,7,Converted,,New Zealand,"£10,000 - £20,000",1,Travel agent,Y
INT0007380,CUS01270,2022-09-11,17:30,In-Store,Enquiry,43,Converted,AGT006,Amalfi Coast,"£10,000 - £20,000",6,Google,Y
INT0007381,CUS00212,2022-08-30,10:15,Email,Quote,11,Follow-up,AGT019,Santorini,"£20,000+",6,,N
INT0007382,CUS00620,2024-04-10,14:30,Web,Enquiry,11,No-action,AGT010,Bali,"£20,000+",2,,N
INT0007383,CUS01582,2024-04-27,09:15,Web,Enquiry,12,No-action,AGT012,Seychelles,"£5,000 - £10,000",2,Social media,N
INT0007384,CUS01328,2022-04-13,17:00,WhatsApp,Quote,14,Converted,,Alaska Cruise,"£3,000 - £5,000",2,Social media,Y
INT0007385,CUS00152,2023-04-10,10:00,Phone,Enquiry,42,Converted,,Bali,"£5,000 - £10,000",1,Google,Y
INT0007386,CUS01333,2024-09-05,10:30,Web,Enquiry,11,Converted,AGT002,Vietnam,"£3,000 - £5,000",4,,Y
INT0007387,CUS01988,2022-07-08,13:15,Web,Booking,16,Converted,AGT004,Botswana Safari,"£20,000+",3,,Y
INT0007388,CUS01037,2024-10-23,14:00,Web,Enquiry,5,Converted,AGT003,Botswana Safari,"£5,000 - £10,000",4,Google,Y
INT0007389,CUS00004,2024-06-24,17:30,Email,Enquiry,2,Follow-up,,Iceland,"£20,000+",3,Repeat customer,N
INT0007390,CUS00570,2022-10-18,15:45,Web,Quote,19,Follow-up,AGT012,Cambodia,"£10,000 - £20,000",6,Social media,N
INT0007391,CUS01586,2024-09-21,12:00,WhatsApp,Post-trip,4,Resolved,,Alaska Cruise,"£20,000+",3,Social media,N
INT0007392,CUS00392,2022-10-04,14:30,Web,Enquiry,15,Follow-up,AGT006,Santorini,"£10,000 - £20,000",3,Travel agent,N
INT0007393,CUS01940,2022-04-06,15:45,Web,Enquiry,7,Follow-up,AGT009,Sri Lanka,"£20,000+",6,Repeat customer,N
INT0007394,CUS00330,2023-04-03,17:45,Web,Enquiry,18,Converted,AGT016,Bora Bora,"£5,000 - £10,000",5,,Y
INT0007395,CUS01237,2022-02-10,09:30,Web,Enquiry,7,Follow-up,AGT007,Kerala,"£3,000 - £5,000",3,Word of mouth,N
INT0007396,CUS00889,2022-10-18,14:45,Phone,Enquiry,6,No-action,,Machu Picchu,"£3,000 - £5,000",6,Social media,N
INT0007397,CUS00998,2024-04-18,12:15,Web,Booking,12,Converted,AGT013,Sri Lanka,"£3,000 - £5,000",6,Travel agent,Y
INT0007398,CUS01292,2023-02-10,10:45,Phone,Booking,24,Converted,AGT001,Svalbard,"£5,000 - £10,000",5,Travel agent,Y
INT0007399,CUS01794,2023-04-17,10:15,Web,Enquiry,13,Follow-up,,Santorini,"£20,000+",2,Travel agent,N
INT0007400,CUS01631,2022-11-07,10:15,Email,Post-trip,2,Resolved,AGT004,Maldives,"£10,000 - £20,000",5,Repeat customer,N
INT0007401,CUS00481,2023-01-13,14:45,Phone,Booking,29,Converted,,Amalfi Coast,"£10,000 - £20,000",6,Social media,Y
INT0007402,CUS01420,2023-12-24,13:15,In-Store,Complaint,12,Follow-up,AGT001,Machu Picchu,"£5,000 - £10,000",1,Word of mouth,N
INT0007403,CUS00407,2024-03-21,12:30,In-Store,Enquiry,54,Follow-up,,Vietnam,"£20,000+",1,Travel agent,N
INT0007404,CUS01129,2022-06-07,12:15,Web,Booking,15,Converted,,Japan Winter,"£5,000 - £10,000",5,Word of mouth,Y
INT0007405,CUS01154,2024-09-15,16:00,Email,Booking,13,Converted,,Seychelles,"£10,000 - £20,000",1,Travel agent,Y
INT0007406,CUS01554,2023-03-30,13:30,Phone,Enquiry,15,Converted,AGT017,Machu Picchu,"£10,000 - £20,000",1,Google,Y
INT0007407,CUS01245,2023-10-15,17:30,Email,Booking,5,Converted,,Machu Picchu,"£10,000 - £20,000",6,Word of mouth,Y
INT0007408,CUS01181,2024-03-08,10:15,Phone,Enquiry,56,Follow-up,AGT020,Bali,"£3,000 - £5,000",5,Social media,N
INT0007409,CUS00206,2023-02-09,16:30,Web,Enquiry,12,No-action,AGT006,Rajasthan,"£3,000 - £5,000",3,,N
INT0007410,CUS00037,2022-04-05,16:30,Phone,Booking,36,Converted,AGT005,Safari Kenya,"£10,000 - £20,000",6,Word of mouth,Y
INT0007411,CUS00909,2024-01-08,17:00,Email,Quote,7,Converted,,Japan Winter,"£10,000 - £20,000",5,Google,Y
INT0007412,CUS00768,2023-09-20,13:45,Email,Post-trip,14,Resolved,AGT007,Australia,"£20,000+",4,Word of mouth,N
INT0007413,CUS00536,2024-08-25,09:15,Email,Booking,12,Converted,AGT011,Patagonia,"£3,000 - £5,000",5,Repeat customer,Y
INT0007414,CUS01799,2024-07-03,13:15,In-Store,Enquiry,47,No-action,,Canada Rockies,"£10,000 - £20,000",6,Repeat customer,N
INT0007415,CUS01017,2024-10-17,10:45,Phone,Quote,33,Converted,AGT010,Maldives,"£10,000 - £20,000",2,Repeat customer,Y
INT0007416,CUS01823,2024-06-14,09:45,Phone,Enquiry,23,Converted,AGT015,Phuket,"£10,000 - £20,000",1,Google,Y
INT0007417,CUS00249,2023-09-03,12:15,Web,Quote,7,Converted,AGT004,Tuscany,"£3,000 - £5,000",1,Repeat customer,Y
INT0007418,CUS00506,2022-10-06,14:45,In-Store,Enquiry,39,Follow-up,,Bali,"£20,000+",5,Word of mouth,N
INT0007419,CUS01992,2023-07-09,13:00,Email,Enquiry,6,Follow-up,,New Zealand,"£3,000 - £5,000",5,Travel agent,N
INT0007420,CUS00314,2024-06-26,09:15,Email,Booking,8,Converted,AGT008,Peru,"£5,000 - £10,000",3,,Y
INT0007421,CUS01665,2022-05-28,16:30,Web,Post-trip,7,Follow-up,,Norway Fjords,"£5,000 - £10,000",1,Travel agent,N
INT0007422,CUS01202,2023-10-23,16:45,Web,Complaint,20,No-action,,Santorini,"£5,000 - £10,000",2,Repeat customer,N
INT0007423,CUS00384,2024-06-06,14:30,Phone,Enquiry,48,No-action,,Bali,"£20,000+",3,Social media,N
INT0007424,CUS01132,2024-06-03,11:45,Phone,Enquiry,11,Follow-up,,Peru,"£5,000 - £10,000",6,Travel agent,N
INT0007425,CUS01112,2023-05-02,09:30,Phone,Enquiry,57,Follow-up,AGT011,Japan,"£3,000 - £5,000",2,Repeat customer,N
INT0007426,CUS01313,2023-10-13,16:00,Web,Enquiry,3,Converted,AGT007,Machu Picchu,"£20,000+",2,,Y
INT0007427,CUS01704,2024-10-16,15:30,Web,Booking,6,Converted,,Alaska Cruise,"£5,000 - £10,000",2,,Y
INT0007428,CUS01670,2024-03-16,13:45,Web,Quote,11,Follow-up,,Bora Bora,"£20,000+",6,Google,N
INT0007429,CUS00314,2022-12-09,14:15,Phone,Quote,8,Converted,AGT005,Machu Picchu,"£3,000 - £5,000",2,,Y
INT0007430,CUS00753,2022-07-10,09:30,In-Store,Post-trip,7,No-action,,Safari Tanzania,"£10,000 - £20,000",5,Word of mouth,N
INT0007431,CUS01189,2023-06-05,16:00,Phone,Quote,33,Follow-up,AGT002,Alaska Cruise,"£3,000 - £5,000",4,,N
INT0007432,CUS00328,2023-04-02,15:15,Web,Enquiry,2,No-action,,Tuscany,"£5,000 - £10,000",5,Google,N
INT0007433,CUS01051,2024-02-12,12:15,Email,Quote,7,Converted,AGT010,Australia,"£3,000 - £5,000",1,Travel agent,Y
INT0007434,CUS01796,2023-06-16,13:15,Web,Quote,10,Converted,AGT010,Norway Fjords,"£3,000 - £5,000",4,Google,Y
INT0007435,CUS00534,2023-12-24,09:45,Phone,Enquiry,5,Follow-up,,Norway Fjords,"£5,000 - £10,000",3,Travel agent,N
INT0007436,CUS00401,2022-05-13,15:15,Phone,Quote,22,Follow-up,,Alaska Cruise,"£10,000 - £20,000",4,,N
INT0007437,CUS00003,2023-04-24,12:00,Phone,Booking,48,Converted,,Machu Picchu,"£10,000 - £20,000",1,Social media,Y
INT0007438,CUS00771,2024-07-14,10:45,Web,Quote,15,No-action,,Australia,"£5,000 - £10,000",6,Social media,N
INT0007439,CUS00043,2024-09-05,17:30,Phone,Enquiry,48,Converted,,Bora Bora,"£5,000 - £10,000",2,,Y
INT0007440,CUS00376,2022-01-04,15:30,Email,Quote,17,Converted,,Maldives,"£10,000 - £20,000",6,Google,Y
INT0007441,CUS00915,2022-07-06,16:15,Web,Enquiry,12,No-action,AGT018,Rajasthan,"£10,000 - £20,000",6,Repeat customer,N
INT0007442,CUS00268,2024-01-30,15:45,Phone,Quote,23,Follow-up,AGT010,Norway Fjords,"£5,000 - £10,000",4,Social media,N
INT0007443,CUS00872,2022-07-28,10:30,In-Store,Post-trip,49,Resolved,,Safari Tanzania,"£5,000 - £10,000",6,Social media,N
INT0007444,CUS01879,2022-07-29,13:15,In-Store,Quote,40,Follow-up,AGT004,Rajasthan,"£20,000+",6,Travel agent,N
INT0007445,CUS01121,2022-06-19,16:30,WhatsApp,Quote,3,Converted,AGT004,Botswana Safari,"£20,000+",6,Repeat customer,Y
INT0007446,CUS00730,2023-01-22,09:30,Phone,Post-trip,9,Resolved,AGT018,Svalbard,"£20,000+",4,Google,N
INT0007447,CUS00789,2023-02-26,09:00,Web,Enquiry,6,Follow-up,,Norway Fjords,"£3,000 - £5,000",3,Word of mouth,N
INT0007448,CUS00702,2023-09-02,14:30,Email,Enquiry,4,No-action,,Japan,"£10,000 - £20,000",1,Travel agent,N
INT0007449,CUS00815,2022-06-06,11:15,Email,Enquiry,5,Follow-up,,Maldives,"£20,000+",6,,N
INT0007450,CUS00998,2024-10-31,12:15,Web,Enquiry,7,Follow-up,AGT001,New Zealand,"£20,000+",5,Repeat customer,N
INT0007451,CUS00094,2024-02-28,17:30,Phone,Enquiry,35,Follow-up,,Japan,"£5,000 - £10,000",3,Word of mouth,N
INT0007452,CUS00328,2024-06-29,15:00,In-Store,Post-trip,46,Resolved,AGT013,Amalfi Coast,"£10,000 - £20,000",6,Google,N
INT0007453,CUS00962,2022-08-16,09:30,WhatsApp,Booking,5,Converted,,Kerala,"£10,000 - £20,000",5,Word of mouth,Y
INT0007454,CUS00145,2022-10-08,09:45,Email,Enquiry,10,No-action,,Alaska Cruise,"£20,000+",2,Google,N
INT0007455,CUS00389,2022-05-15,09:30,In-Store,Enquiry,10,Follow-up,AGT003,Bora Bora,"£10,000 - £20,000",4,Word of mouth,N
INT0007456,CUS00317,2024-01-24,14:15,Web,Booking,20,Converted,AGT018,Cambodia,"£20,000+",2,Google,Y
INT0007457,CUS01429,2023-01-13,09:00,In-Store,Enquiry,40,Converted,AGT007,Bora Bora,"£3,000 - £5,000",6,Repeat customer,Y
INT0007458,CUS00568,2024-07-11,11:30,In-Store,Enquiry,38,Converted,,Patagonia,"£5,000 - £10,000",5,Travel agent,Y
INT0007459,CUS00239,2023-09-23,16:30,Email,Enquiry,3,Converted,,Sri Lanka,"£3,000 - £5,000",4,Word of mouth,Y
INT0007460,CUS00509,2023-01-20,13:30,Phone,Quote,35,Converted,AGT011,Japan Winter,"£20,000+",6,Social media,Y
INT0007461,CUS00537,2024-10-15,17:00,Email,Quote,15,Converted,,Phuket,"£3,000 - £5,000",1,Travel agent,Y
INT0007462,CUS00119,2024-08-11,11:15,Email,Quote,14,Follow-up,AGT019,Bora Bora,"£3,000 - £5,000",2,,N
INT0007463,CUS01145,2023-11-20,13:30,Web,Quote,11,Follow-up,AGT016,Vietnam,"£10,000 - £20,000",6,Google,N
INT0007464,CUS00846,2024-04-26,11:15,Web,Enquiry,7,No-action,,Alaska Cruise,"£5,000 - £10,000",6,Word of mouth,N
INT0007465,CUS01277,2024-08-06,16:15,Web,Quote,16,No-action,AGT004,Seychelles,"£20,000+",6,,N
INT0007466,CUS00472,2023-01-07,10:30,Web,Quote,2,No-action,AGT001,Amalfi Coast,"£3,000 - £5,000",2,Social media,N
INT0007467,CUS00729,2023-02-07,11:30,Email,Enquiry,4,Follow-up,AGT007,Japan,"£5,000 - £10,000",1,Repeat customer,N
INT0007468,CUS00947,2024-09-15,15:15,Email,Enquiry,15,No-action,AGT002,Galápagos,"£3,000 - £5,000",1,Social media,N
INT0007469,CUS00588,2023-07-06,12:30,WhatsApp,Enquiry,15,Follow-up,AGT018,Botswana Safari,"£5,000 - £10,000",1,Repeat customer,N
INT0007470,CUS01561,2022-03-09,12:30,Email,Enquiry,19,Converted,,Rajasthan,"£20,000+",5,Social media,Y
INT0007471,CUS01268,2024-09-17,09:15,In-Store,Booking,26,Converted,AGT008,Alaska Cruise,"£5,000 - £10,000",6,Repeat customer,Y
INT0007472,CUS01821,2023-12-10,15:30,In-Store,Booking,34,Converted,AGT013,Bora Bora,"£10,000 - £20,000",1,Google,Y
INT0007473,CUS00272,2023-07-30,10:30,Phone,Enquiry,60,Follow-up,,Safari Tanzania,"£10,000 - £20,000",2,Google,N
INT0007474,CUS00174,2022-07-08,12:30,Phone,Enquiry,48,Follow-up,,Patagonia,"£5,000 - £10,000",2,Word of mouth,N
INT0007475,CUS00331,2022-01-15,14:45,Phone,Enquiry,49,Follow-up,AGT020,Amalfi Coast,"£5,000 - £10,000",6,,N
INT0007476,CUS01692,2022-06-21,11:45,WhatsApp,Post-trip,20,No-action,AGT001,Santorini,"£10,000 - £20,000",6,Google,N
INT0007477,CUS01289,2022-03-20,17:45,Email,Enquiry,4,Follow-up,AGT007,Alaska Cruise,"£5,000 - £10,000",4,Social media,N
INT0007478,CUS01530,2023-03-05,10:30,Web,Enquiry,12,Follow-up,,Japan Winter,"£10,000 - £20,000",6,,N
INT0007479,CUS01920,2022-08-14,10:15,Web,Post-trip,15,Follow-up,AGT004,Japan Winter,"£10,000 - £20,000",2,Google,N
INT0007480,CUS00160,2022-02-05,14:15,WhatsApp,Quote,14,Converted,AGT020,Svalbard,"£3,000 - £5,000",6,Word of mouth,Y
INT0007481,CUS01225,2023-12-29,16:00,Phone,Quote,15,Follow-up,AGT008,Santorini,"£20,000+",6,Repeat customer,N
INT0007482,CUS00290,2023-12-20,12:15,Phone,Enquiry,40,Follow-up,,Peru,"£3,000 - £5,000",5,Social media,N
INT0007483,CUS00152,2022-08-21,16:15,Email,Quote,8,Converted,AGT011,Safari Tanzania,"£10,000 - £20,000",3,Google,Y
INT0007484,CUS00801,2023-08-03,14:00,Web,Quote,16,No-action,AGT005,Bali,"£3,000 - £5,000",5,Travel agent,N
INT0007485,CUS00068,2022-04-26,11:45,Phone,Quote,22,Converted,,Sri Lanka,"£20,000+",4,Social media,Y
INT0007486,CUS01233,2024-05-07,09:00,Web,Post-trip,4,Resolved,,Bora Bora,"£3,000 - £5,000",2,Social media,N
INT0007487,CUS00444,2022-06-15,10:15,In-Store,Enquiry,29,Converted,,Vietnam,"£20,000+",6,Social media,Y
INT0007488,CUS01827,2023-05-30,09:30,Web,Enquiry,17,Follow-up,,Patagonia,"£5,000 - £10,000",5,Repeat customer,N
INT0007489,CUS01444,2023-05-10,15:45,Web,Booking,18,Converted,,Cambodia,"£10,000 - £20,000",6,Social media,Y
INT0007490,CUS00178,2022-09-25,09:30,Email,Enquiry,16,No-action,,Cinque Terre,"£5,000 - £10,000",4,Word of mouth,N
INT0007491,CUS00201,2024-08-19,15:15,Email,Quote,2,Follow-up,AGT013,Seychelles,"£10,000 - £20,000",3,Google,N
INT0007492,CUS01330,2022-05-18,14:45,Email,Quote,20,Converted,,Maldives,"£5,000 - £10,000",6,Google,Y
INT0007493,CUS00983,2023-05-05,17:45,Email,Quote,15,Follow-up,AGT002,Cinque Terre,"£5,000 - £10,000",1,Travel agent,N
INT0007494,CUS01302,2024-02-29,17:30,Web,Quote,9,Converted,AGT014,Canada Rockies,"£10,000 - £20,000",6,Word of mouth,Y
INT0007495,CUS00521,2023-04-26,12:15,Phone,Post-trip,10,Resolved,AGT008,Alaska Cruise,"£3,000 - £5,000",2,Word of mouth,N
INT0007496,CUS01332,2023-04-21,16:45,Email,Booking,15,Converted,AGT009,Phuket,"£10,000 - £20,000",3,Social media,Y
INT0007497,CUS01919,2023-11-04,13:45,Web,Enquiry,7,Follow-up,,Maldives,"£20,000+",1,Social media,N
INT0007498,CUS01503,2024-09-25,13:15,WhatsApp,Booking,12,Converted,AGT006,Alaska Cruise,"£10,000 - £20,000",1,Word of mouth,Y
INT0007499,CUS00157,2024-05-18,17:45,Phone,Enquiry,7,No-action,AGT005,Patagonia,"£3,000 - £5,000",4,Word of mouth,N
INT0007500,CUS00876,2024-07-30,16:30,Email,Booking,12,Converted,AGT003,Tuscany,"£3,000 - £5,000",4,Travel agent,Y
INT0007501,CUS00521,2023-09-28,11:30,Web,Quote,12,Follow-up,AGT001,Botswana Safari,"£3,000 - £5,000",4,Repeat customer,N
INT0007502,CUS00938,2024-07-13,17:30,Phone,Booking,22,Converted,,New Zealand,"£5,000 - £10,000",1,,Y
INT0007503,CUS00166,2024-04-14,09:45,Email,Enquiry,11,Converted,,Seychelles,"£5,000 - £10,000",3,Social media,Y
INT0007504,CUS01584,2023-08-12,15:15,Email,Enquiry,11,Follow-up,AGT002,Bora Bora,"£5,000 - £10,000",1,,N
INT0007505,CUS00727,2023-05-04,10:30,Phone,Enquiry,31,Follow-up,AGT016,Amalfi Coast,"£10,000 - £20,000",2,Word of mouth,N
INT0007506,CUS01305,2024-02-13,11:45,Email,Post-trip,20,No-action,,Santorini,"£3,000 - £5,000",2,Google,N
INT0007507,CUS01239,2024-04-04,14:45,Phone,Post-trip,29,Resolved,AGT003,Maldives,"£20,000+",5,Repeat customer,N
INT0007508,CUS00211,2023-10-02,17:15,Web,Quote,5,No-action,AGT001,Santorini,"£3,000 - £5,000",4,Word of mouth,N
INT0007509,CUS00420,2022-06-15,12:45,Web,Enquiry,4,No-action,,Phuket,"£5,000 - £10,000",5,Repeat customer,N
INT0007510,CUS01523,2023-09-22,13:00,Phone,Quote,46,No-action,AGT018,Cinque Terre,"£20,000+",2,Social media,N
INT0007511,CUS00017,2022-10-21,11:30,Email,Enquiry,17,Converted,AGT005,Bali,"£10,000 - £20,000",6,Repeat customer,Y
INT0007512,CUS00777,2023-10-31,12:00,Email,Quote,9,Follow-up,,Bora Bora,"£10,000 - £20,000",3,Google,N
INT0007513,CUS01160,2024-05-12,12:45,Phone,Enquiry,37,Converted,,New Zealand,"£5,000 - £10,000",6,,Y
INT0007514,CUS00496,2022-08-09,15:15,Phone,Enquiry,45,No-action,AGT005,Cinque Terre,"£5,000 - £10,000",3,Google,N
INT0007515,CUS00666,2023-06-20,17:00,Web,Booking,9,Converted,,Safari Tanzania,"£10,000 - £20,000",3,Travel agent,Y
INT0007516,CUS00073,2023-11-29,09:15,Email,Enquiry,4,No-action,AGT006,Svalbard,"£10,000 - £20,000",4,Repeat customer,N
INT0007517,CUS01756,2023-06-26,14:30,In-Store,Booking,25,Converted,AGT018,Tuscany,"£20,000+",5,Travel agent,Y
INT0007518,CUS01906,2024-12-18,17:30,Web,Enquiry,20,Converted,,Bali,"£5,000 - £10,000",6,Google,Y
INT0007519,CUS00506,2024-06-27,13:45,Web,Enquiry,18,No-action,AGT005,Svalbard,"£5,000 - £10,000",1,,N
INT0007520,CUS00794,2024-04-01,10:00,Email,Enquiry,16,Converted,AGT015,Canada Rockies,"£10,000 - £20,000",3,Google,Y
INT0007521,CUS00503,2023-03-18,16:45,Phone,Booking,33,Converted,AGT014,Kerala,"£10,000 - £20,000",3,Word of mouth,Y
INT0007522,CUS01126,2023-07-07,15:15,Phone,Quote,33,Follow-up,AGT004,Iceland,"£5,000 - £10,000",1,Word of mouth,N
INT0007523,CUS00996,2024-02-16,16:00,Email,Quote,13,Follow-up,AGT005,Vietnam,"£3,000 - £5,000",5,Social media,N
INT0007524,CUS01522,2023-10-23,11:00,Email,Enquiry,8,Follow-up,AGT002,Galápagos,"£10,000 - £20,000",3,Travel agent,N
INT0007525,CUS01089,2024-08-17,17:45,Email,Enquiry,9,No-action,,Amalfi Coast,"£3,000 - £5,000",2,Word of mouth,N
INT0007526,CUS00785,2024-09-23,11:30,Web,Quote,8,No-action,AGT012,Maldives,"£10,000 - £20,000",4,Word of mouth,N
INT0007527,CUS00442,2022-12-28,11:15,Phone,Enquiry,52,Follow-up,AGT017,Norway Fjords,"£3,000 - £5,000",1,Travel agent,N
INT0007528,CUS00452,2023-03-19,11:30,Email,Enquiry,12,No-action,,Amalfi Coast,"£5,000 - £10,000",4,,N
INT0007529,CUS00303,2023-04-08,14:30,Email,Post-trip,12,Follow-up,,Botswana Safari,"£3,000 - £5,000",2,Travel agent,N
INT0007530,CUS01715,2023-04-26,16:00,WhatsApp,Quote,13,Converted,AGT018,Rajasthan,"£10,000 - £20,000",3,Word of mouth,Y
INT0007531,CUS01092,2023-07-04,17:15,Web,Quote,18,Converted,,Iceland,"£3,000 - £5,000",6,Word of mouth,Y
INT0007532,CUS01881,2024-04-15,14:30,Web,Post-trip,3,Resolved,AGT006,Safari Tanzania,"£10,000 - £20,000",5,Social media,N
INT0007533,CUS01442,2022-02-04,09:00,Web,Quote,10,Converted,AGT018,Sri Lanka,"£5,000 - £10,000",3,Social media,Y
INT0007534,CUS01066,2022-03-24,15:00,Web,Enquiry,11,No-action,AGT006,Iceland,"£20,000+",6,Repeat customer,N
INT0007535,CUS01182,2022-05-16,13:45,Email,Post-trip,20,Resolved,AGT009,Cambodia,"£3,000 - £5,000",3,Social media,N
INT0007536,CUS01198,2024-02-20,10:45,Web,Post-trip,3,No-action,AGT018,Cambodia,"£20,000+",3,Word of mouth,N
INT0007537,CUS01462,2024-04-30,13:15,Phone,Quote,11,Follow-up,AGT004,New Zealand,"£3,000 - £5,000",6,,N
INT0007538,CUS00870,2024-08-15,17:00,Phone,Enquiry,58,Converted,AGT017,Bora Bora,"£3,000 - £5,000",3,,Y
INT0007539,CUS00005,2023-06-14,12:15,In-Store,Enquiry,33,Follow-up,,Svalbard,"£20,000+",1,,N
INT0007540,CUS01430,2023-10-16,10:15,Phone,Enquiry,52,Follow-up,AGT017,Australia,"£3,000 - £5,000",1,Social media,N
INT0007541,CUS01219,2023-01-09,15:00,Web,Quote,11,Follow-up,AGT018,Tuscany,"£5,000 - £10,000",4,Repeat customer,N
INT0007542,CUS01477,2022-11-28,09:00,Phone,Post-trip,50,Resolved,,Galápagos,"£3,000 - £5,000",3,Social media,N
